Altitude (m),Pressure (Pa),Temperature (K)
1.088500e+05,4.669824e-03,2.126282e+02
1.089000e+05,4.655515e-03,2.126840e+02
1.089500e+05,4.641257e-03,2.127397e+02
1.090000e+05,4.627052e-03,2.127955e+02
1.090500e+05,4.612898e-03,2.128512e+02
1.091000e+05,4.598797e-03,2.129070e+02
1.091500e+05,4.584747e-03,2.129627e+02
1.092000e+05,4.570748e-03,2.130185e+02
1.092500e+05,4.556800e-03,2.130742e+02
1.093000e+05,4.542903e-03,2.131300e+02
1.093500e+05,4.529057e-03,2.131857e+02
1.094000e+05,4.515261e-03,2.132415e+02
1.094500e+05,4.501516e-03,2.132972e+02
1.095000e+05,4.487821e-03,2.133530e+02
1.095500e+05,4.474175e-03,2.134087e+02
1.096000e+05,4.460579e-03,2.134645e+02
1.096500e+05,4.447033e-03,2.135202e+02
1.097000e+05,4.433535e-03,2.135760e+02
1.097500e+05,4.420087e-03,2.136317e+02
1.098000e+05,4.406687e-03,2.136875e+02
1.098500e+05,4.393337e-03,2.137432e+02
1.099000e+05,4.380034e-03,2.137990e+02
1.099500e+05,4.366780e-03,2.138547e+02
1.100000e+05,4.353573e-03,2.139105e+02
1.100500e+05,4.340415e-03,2.139662e+02
1.101000e+05,4.327304e-03,2.140220e+02
1.101500e+05,4.314240e-03,2.140777e+02
1.102000e+05,4.301224e-03,2.141335e+02
1.102500e+05,4.288255e-03,2.141892e+02
1.103000e+05,4.275332e-03,2.142450e+02
1.103500e+05,4.262456e-03,2.143008e+02
1.104000e+05,4.249627e-03,2.143565e+02
1.104500e+05,4.236844e-03,2.144123e+02
1.105000e+05,4.224106e-03,2.144680e+02
1.105500e+05,4.211415e-03,2.145238e+02
1.106000e+05,4.198769e-03,2.145795e+02
1.106500e+05,4.186169e-03,2.146353e+02
1.107000e+05,4.173614e-03,2.146910e+02
1.107500e+05,4.161104e-03,2.147468e+02
1.108000e+05,4.148640e-03,2.148025e+02
1.108500e+05,4.136219e-03,2.148583e+02
1.109000e+05,4.123844e-03,2.149140e+02
1.109500e+05,4.111513e-03,2.149698e+02
1.110000e+05,4.099225e-03,2.150255e+02
1.110500e+05,4.086982e-03,2.150813e+02
1.111000e+05,4.074783e-03,2.151370e+02
1.111500e+05,4.062628e-03,2.151928e+02
1.112000e+05,4.050515e-03,2.152485e+02
1.112500e+05,4.038447e-03,2.153043e+02
1.113000e+05,4.026421e-03,2.153600e+02
1.113500e+05,4.014438e-03,2.154158e+02
1.114000e+05,4.002498e-03,2.154715e+02
1.114500e+05,3.990601e-03,2.155273e+02
1.115000e+05,3.978745e-03,2.155830e+02
1.115500e+05,3.966933e-03,2.156388e+02
1.116000e+05,3.955162e-03,2.156945e+02
1.116500e+05,3.943433e-03,2.157503e+02
1.117000e+05,3.931746e-03,2.158060e+02
1.117500e+05,3.920100e-03,2.158618e+02
1.118000e+05,3.908496e-03,2.159175e+02
1.118500e+05,3.896933e-03,2.159733e+02
1.119000e+05,3.885411e-03,2.160290e+02
1.119500e+05,3.873930e-03,2.160848e+02
1.120000e+05,3.862489e-03,2.161405e+02
1.120500e+05,3.851089e-03,2.161963e+02
1.121000e+05,3.839730e-03,2.162520e+02
1.121500e+05,3.828411e-03,2.163078e+02
1.122000e+05,3.817131e-03,2.163635e+02
1.122500e+05,3.805892e-03,2.164193e+02
1.123000e+05,3.794692e-03,2.164750e+02
1.123500e+05,3.783532e-03,2.165308e+02
1.124000e+05,3.772412e-03,2.165865e+02
1.124500e+05,3.761330e-03,2.166423e+02
1.125000e+05,3.750288e-03,2.166980e+02
1.125500e+05,3.739284e-03,2.167538e+02
1.126000e+05,3.728320e-03,2.168095e+02
1.126500e+05,3.717394e-03,2.168653e+02
1.127000e+05,3.706506e-03,2.169210e+02
1.127500e+05,3.695657e-03,2.169768e+02
1.128000e+05,3.684846e-03,2.170326e+02
1.128500e+05,3.674073e-03,2.170883e+02
1.129000e+05,3.663337e-03,2.171441e+02
1.129500e+05,3.652640e-03,2.171998e+02
1.130000e+05,3.641980e-03,2.172556e+02
1.130500e+05,3.631357e-03,2.173113e+02
1.131000e+05,3.620772e-03,2.173671e+02
1.131500e+05,3.610223e-03,2.174228e+02
1.132000e+05,3.599712e-03,2.174786e+02
1.132500e+05,3.589237e-03,2.175343e+02
1.133000e+05,3.578799e-03,2.175901e+02
1.133500e+05,3.568397e-03,2.176458e+02
1.134000e+05,3.558032e-03,2.177016e+02
1.134500e+05,3.547703e-03,2.177573e+02
1.135000e+05,3.537410e-03,2.178131e+02
1.135500e+05,3.527153e-03,2.178688e+02
1.136000e+05,3.516932e-03,2.179246e+02
1.136500e+05,3.506746e-03,2.179803e+02
1.137000e+05,3.496596e-03,2.180361e+02
1.137500e+05,3.486481e-03,2.180918e+02
1.138000e+05,3.476402e-03,2.181476e+02
1.138500e+05,3.466357e-03,2.182033e+02
1.139000e+05,3.456348e-03,2.182591e+02
1.139500e+05,3.446373e-03,2.183148e+02
1.140000e+05,3.436432e-03,2.183706e+02
1.140500e+05,3.426527e-03,2.184263e+02
1.141000e+05,3.416655e-03,2.184821e+02
1.141500e+05,3.406818e-03,2.185378e+02
1.142000e+05,3.397015e-03,2.185936e+02
1.142500e+05,3.387246e-03,2.186493e+02
1.143000e+05,3.377510e-03,2.187051e+02
1.143500e+05,3.367809e-03,2.187608e+02
1.144000e+05,3.358141e-03,2.188166e+02
1.144500e+05,3.348506e-03,2.188723e+02
1.145000e+05,3.338905e-03,2.189281e+02
1.145500e+05,3.329336e-03,2.189838e+02
1.146000e+05,3.319801e-03,2.190396e+02
1.146500e+05,3.310299e-03,2.190953e+02
1.147000e+05,3.300829e-03,2.191511e+02
1.147500e+05,3.291392e-03,2.192068e+02
1.148000e+05,3.281988e-03,2.192626e+02
1.148500e+05,3.272616e-03,2.193183e+02
1.149000e+05,3.263276e-03,2.193741e+02
1.149500e+05,3.253968e-03,2.194298e+02
1.150000e+05,3.244692e-03,2.194856e+02
1.150500e+05,3.235448e-03,2.195413e+02
1.151000e+05,3.226236e-03,2.195971e+02
1.151500e+05,3.217056e-03,2.196528e+02
1.152000e+05,3.207907e-03,2.197086e+02
1.152500e+05,3.198789e-03,2.197644e+02
1.153000e+05,3.189703e-03,2.198201e+02
1.153500e+05,3.180647e-03,2.198759e+02
1.154000e+05,3.171623e-03,2.199316e+02
1.154500e+05,3.162629e-03,2.199874e+02
1.155000e+05,3.153667e-03,2.200431e+02
1.155500e+05,3.144734e-03,2.200989e+02
1.156000e+05,3.135833e-03,2.201546e+02
1.156500e+05,3.126962e-03,2.202104e+02
1.157000e+05,3.118121e-03,2.202661e+02
1.157500e+05,3.109310e-03,2.203219e+02
1.158000e+05,3.100529e-03,2.203776e+02
1.158500e+05,3.091778e-03,2.204334e+02
1.159000e+05,3.083057e-03,2.204891e+02
1.159500e+05,3.074366e-03,2.205449e+02
1.160000e+05,3.065704e-03,2.206006e+02
1.160500e+05,3.057071e-03,2.206564e+02
1.161000e+05,3.048468e-03,2.207121e+02
1.161500e+05,3.039895e-03,2.207679e+02
1.162000e+05,3.031350e-03,2.208236e+02
1.162500e+05,3.022834e-03,2.208794e+02
1.163000e+05,3.014347e-03,2.209351e+02
1.163500e+05,3.005889e-03,2.209909e+02
1.164000e+05,2.997460e-03,2.210466e+02
1.164500e+05,2.989059e-03,2.211024e+02
1.165000e+05,2.980686e-03,2.211581e+02
1.165500e+05,2.972342e-03,2.212139e+02
1.166000e+05,2.964026e-03,2.212696e+02
1.166500e+05,2.955738e-03,2.213254e+02
1.167000e+05,2.947478e-03,2.213811e+02
1.167500e+05,2.939246e-03,2.214369e+02
1.168000e+05,2.931042e-03,2.214926e+02
1.168500e+05,2.922865e-03,2.215484e+02
1.169000e+05,2.914716e-03,2.216041e+02
1.169500e+05,2.906595e-03,2.216599e+02
1.170000e+05,2.898501e-03,2.217156e+02
1.170500e+05,2.890434e-03,2.217714e+02
1.171000e+05,2.882394e-03,2.218271e+02
1.171500e+05,2.874381e-03,2.218829e+02
1.172000e+05,2.866395e-03,2.219386e+02
1.172500e+05,2.858436e-03,2.219944e+02
1.173000e+05,2.850503e-03,2.220501e+02
1.173500e+05,2.842598e-03,2.221059e+02
1.174000e+05,2.834718e-03,2.221616e+02
1.174500e+05,2.826866e-03,2.222174e+02
1.175000e+05,2.819039e-03,2.222731e+02
1.175500e+05,2.811239e-03,2.223289e+02
1.176000e+05,2.803464e-03,2.223847e+02
1.176500e+05,2.795716e-03,2.224404e+02
1.177000e+05,2.787994e-03,2.224962e+02
1.177500e+05,2.780297e-03,2.225519e+02
1.178000e+05,2.772626e-03,2.226077e+02
1.178500e+05,2.764981e-03,2.226634e+02
1.179000e+05,2.757361e-03,2.227192e+02
1.179500e+05,2.749767e-03,2.227749e+02
1.180000e+05,2.742198e-03,2.228307e+02
1.180500e+05,2.734654e-03,2.228864e+02
1.181000e+05,2.727135e-03,2.229422e+02
1.181500e+05,2.719642e-03,2.229979e+02
1.182000e+05,2.712173e-03,2.230537e+02
1.182500e+05,2.704729e-03,2.231094e+02
1.183000e+05,2.697310e-03,2.231652e+02
1.183500e+05,2.689915e-03,2.232209e+02
1.184000e+05,2.682545e-03,2.232767e+02
1.184500e+05,2.675199e-03,2.233324e+02
1.185000e+05,2.667878e-03,2.233882e+02
1.185500e+05,2.660581e-03,2.234439e+02
1.186000e+05,2.653308e-03,2.234997e+02
1.186500e+05,2.646059e-03,2.235554e+02
1.187000e+05,2.638835e-03,2.236112e+02
1.187500e+05,2.631634e-03,2.236669e+02
1.188000e+05,2.624457e-03,2.237227e+02
1.188500e+05,2.617303e-03,2.237784e+02
1.189000e+05,2.610174e-03,2.238342e+02
1.189500e+05,2.603067e-03,2.238899e+02
1.190000e+05,2.595985e-03,2.239457e+02
1.190500e+05,2.588925e-03,2.240014e+02
1.191000e+05,2.581889e-03,2.240572e+02
1.191500e+05,2.574876e-03,2.241129e+02
1.192000e+05,2.567886e-03,2.241687e+02
1.192500e+05,2.560919e-03,2.242244e+02
1.193000e+05,2.553975e-03,2.242802e+02
1.193500e+05,2.547054e-03,2.243359e+02
1.194000e+05,2.540156e-03,2.243917e+02
1.194500e+05,2.533280e-03,2.244474e+02
1.195000e+05,2.526427e-03,2.245032e+02
1.195500e+05,2.519596e-03,2.245589e+02
1.196000e+05,2.512788e-03,2.246147e+02
1.196500e+05,2.506002e-03,2.246704e+02
1.197000e+05,2.499238e-03,2.247262e+02
1.197500e+05,2.492496e-03,2.247819e+02
1.198000e+05,2.485777e-03,2.248377e+02
1.198500e+05,2.479079e-03,2.248934e+02
1.199000e+05,2.472404e-03,2.249492e+02
1.199500e+05,2.465750e-03,2.250049e+02
1.200000e+05,2.459118e-03,2.250607e+02
1.200500e+05,2.452507e-03,2.251165e+02
1.201000e+05,2.445918e-03,2.251722e+02
1.201500e+05,2.439351e-03,2.252280e+02
1.202000e+05,2.432804e-03,2.252837e+02
1.202500e+05,2.426280e-03,2.253395e+02
1.203000e+05,2.419776e-03,2.253952e+02
1.203500e+05,2.413294e-03,2.254510e+02
1.204000e+05,2.406833e-03,2.255067e+02
1.204500e+05,2.400392e-03,2.255625e+02
1.205000e+05,2.393973e-03,2.256182e+02
1.205500e+05,2.387575e-03,2.256740e+02
1.206000e+05,2.381197e-03,2.257297e+02
1.206500e+05,2.374840e-03,2.257855e+02
1.207000e+05,2.368503e-03,2.258412e+02
1.207500e+05,2.362188e-03,2.258970e+02
1.208000e+05,2.355892e-03,2.259527e+02
1.208500e+05,2.349617e-03,2.260085e+02
1.209000e+05,2.343362e-03,2.260642e+02
1.209500e+05,2.337128e-03,2.261200e+02
1.210000e+05,2.330913e-03,2.261757e+02
1.210500e+05,2.324719e-03,2.262315e+02
1.211000e+05,2.318545e-03,2.262872e+02
1.211500e+05,2.312391e-03,2.263430e+02
1.212000e+05,2.306256e-03,2.263987e+02
1.212500e+05,2.300141e-03,2.264545e+02
1.213000e+05,2.294046e-03,2.265102e+02
1.213500e+05,2.287971e-03,2.265660e+02
1.214000e+05,2.281915e-03,2.266217e+02
1.214500e+05,2.275879e-03,2.266775e+02
1.215000e+05,2.269862e-03,2.267332e+02
1.215500e+05,2.263865e-03,2.267890e+02
1.216000e+05,2.257886e-03,2.268447e+02
1.216500e+05,2.251927e-03,2.269005e+02
1.217000e+05,2.245987e-03,2.269562e+02
1.217500e+05,2.240066e-03,2.270120e+02
1.218000e+05,2.234165e-03,2.270677e+02
1.218500e+05,2.228282e-03,2.271235e+02
1.219000e+05,2.222417e-03,2.271792e+02
1.219500e+05,2.216572e-03,2.272350e+02
1.220000e+05,2.210745e-03,2.272907e+02
1.220500e+05,2.204938e-03,2.273465e+02
1.221000e+05,2.199148e-03,2.274022e+02
1.221500e+05,2.193377e-03,2.274580e+02
1.222000e+05,2.187625e-03,2.275137e+02
1.222500e+05,2.181891e-03,2.275695e+02
1.223000e+05,2.176175e-03,2.276252e+02
1.223500e+05,2.170477e-03,2.276810e+02
1.224000e+05,2.164798e-03,2.277367e+02
1.224500e+05,2.159136e-03,2.277925e+02
1.225000e+05,2.153493e-03,2.278483e+02
1.225500e+05,2.147868e-03,2.279040e+02
1.226000e+05,2.142260e-03,2.279598e+02
1.226500e+05,2.136671e-03,2.280155e+02
1.227000e+05,2.131099e-03,2.280713e+02
1.227500e+05,2.125545e-03,2.281270e+02
1.228000e+05,2.120008e-03,2.281828e+02
1.228500e+05,2.114489e-03,2.282385e+02
1.229000e+05,2.108988e-03,2.282943e+02
1.229500e+05,2.103504e-03,2.283500e+02
1.230000e+05,2.098037e-03,2.284058e+02
1.230500e+05,2.092588e-03,2.284615e+02
1.231000e+05,2.087156e-03,2.285173e+02
1.231500e+05,2.081741e-03,2.285730e+02
1.232000e+05,2.076343e-03,2.286288e+02
1.232500e+05,2.070962e-03,2.286845e+02
1.233000e+05,2.065599e-03,2.287403e+02
1.233500e+05,2.060252e-03,2.287960e+02
1.234000e+05,2.054922e-03,2.288518e+02
1.234500e+05,2.049609e-03,2.289075e+02
1.235000e+05,2.044313e-03,2.289633e+02
1.235500e+05,2.039033e-03,2.290190e+02
1.236000e+05,2.033770e-03,2.290748e+02
1.236500e+05,2.028524e-03,2.291305e+02
1.237000e+05,2.023294e-03,2.291863e+02
1.237500e+05,2.018080e-03,2.292420e+02
1.238000e+05,2.012883e-03,2.292978e+02
1.238500e+05,2.007703e-03,2.293535e+02
1.239000e+05,2.002538e-03,2.294093e+02
1.239500e+05,1.997390e-03,2.294650e+02
1.240000e+05,1.992258e-03,2.295208e+02
1.240500e+05,1.987142e-03,2.295765e+02
1.241000e+05,1.982042e-03,2.296323e+02
1.241500e+05,1.976958e-03,2.296880e+02
1.242000e+05,1.971890e-03,2.297438e+02
1.242500e+05,1.966838e-03,2.297995e+02
1.243000e+05,1.961801e-03,2.298553e+02
1.243500e+05,1.956780e-03,2.299110e+02
1.244000e+05,1.951776e-03,2.299668e+02
1.244500e+05,1.946786e-03,2.300225e+02
1.245000e+05,1.941812e-03,2.300783e+02
1.245500e+05,1.936854e-03,2.301340e+02
1.246000e+05,1.931911e-03,2.301898e+02
1.246500e+05,1.926984e-03,2.302455e+02
1.247000e+05,1.922072e-03,2.303013e+02
1.247500e+05,1.917175e-03,2.303570e+02
1.248000e+05,1.912294e-03,2.304128e+02
1.248500e+05,1.907428e-03,2.304685e+02
1.249000e+05,1.902576e-03,2.305243e+02
1.249500e+05,1.897740e-03,2.305801e+02
1.250000e+05,1.892919e-03,2.306358e+02
1.250500e+05,1.888113e-03,2.306916e+02
1.251000e+05,1.883322e-03,2.307473e+02
1.251500e+05,1.878546e-03,2.308031e+02
1.252000e+05,1.873784e-03,2.308588e+02
1.252500e+05,1.869038e-03,2.309146e+02
1.253000e+05,1.864306e-03,2.309703e+02
1.253500e+05,1.859588e-03,2.310261e+02
1.254000e+05,1.854885e-03,2.310818e+02
1.254500e+05,1.850197e-03,2.311376e+02
1.255000e+05,1.845523e-03,2.311933e+02
1.255500e+05,1.840864e-03,2.312491e+02
1.256000e+05,1.836219e-03,2.313048e+02
1.256500e+05,1.831589e-03,2.313606e+02
1.257000e+05,1.826972e-03,2.314163e+02
1.257500e+05,1.822370e-03,2.314721e+02
1.258000e+05,1.817782e-03,2.315278e+02
1.258500e+05,1.813209e-03,2.315836e+02
1.259000e+05,1.808649e-03,2.316393e+02
1.259500e+05,1.804103e-03,2.316951e+02
1.260000e+05,1.799572e-03,2.317508e+02
1.260500e+05,1.795054e-03,2.318066e+02
1.261000e+05,1.790550e-03,2.318623e+02
1.261500e+05,1.786060e-03,2.319181e+02
1.262000e+05,1.781584e-03,2.319738e+02
1.262500e+05,1.777122e-03,2.320296e+02
1.263000e+05,1.772673e-03,2.320853e+02
1.263500e+05,1.768238e-03,2.321411e+02
1.264000e+05,1.763816e-03,2.321968e+02
1.264500e+05,1.759408e-03,2.322526e+02
1.265000e+05,1.755014e-03,2.323083e+02
1.265500e+05,1.750633e-03,2.323641e+02
1.266000e+05,1.746265e-03,2.324198e+02
1.266500e+05,1.741911e-03,2.324756e+02
1.267000e+05,1.737570e-03,2.325313e+02
1.267500e+05,1.733242e-03,2.325871e+02
1.268000e+05,1.728928e-03,2.326428e+02
1.268500e+05,1.724626e-03,2.326986e+02
1.269000e+05,1.720338e-03,2.327543e+02
1.269500e+05,1.716063e-03,2.328101e+02
1.270000e+05,1.711801e-03,2.328658e+02
1.270500e+05,1.707551e-03,2.329216e+02
1.271000e+05,1.703315e-03,2.329773e+02
1.271500e+05,1.699092e-03,2.330331e+02
1.272000e+05,1.694881e-03,2.330888e+02
1.272500e+05,1.690683e-03,2.331446e+02
1.273000e+05,1.686498e-03,2.332003e+02
1.273500e+05,1.682326e-03,2.332561e+02
1.274000e+05,1.678167e-03,2.333119e+02
1.274500e+05,1.674020e-03,2.333676e+02
1.275000e+05,1.669885e-03,2.334234e+02
1.275500e+05,1.665763e-03,2.334791e+02
1.276000e+05,1.661654e-03,2.335349e+02
1.276500e+05,1.657557e-03,2.335906e+02
1.277000e+05,1.653472e-03,2.336464e+02
1.277500e+05,1.649400e-03,2.337021e+02
1.278000e+05,1.645340e-03,2.337579e+02
1.278500e+05,1.641292e-03,2.338136e+02
1.279000e+05,1.637257e-03,2.338694e+02
1.279500e+05,1.633234e-03,2.339251e+02
1.280000e+05,1.629223e-03,2.339809e+02
1.280500e+05,1.625224e-03,2.340366e+02
1.281000e+05,1.621237e-03,2.340924e+02
1.281500e+05,1.617262e-03,2.341481e+02
1.282000e+05,1.613299e-03,2.342039e+02
1.282500e+05,1.609348e-03,2.342596e+02
1.283000e+05,1.605409e-03,2.343154e+02
1.283500e+05,1.601481e-03,2.343711e+02
1.284000e+05,1.597566e-03,2.344269e+02
1.284500e+05,1.593662e-03,2.344826e+02
1.285000e+05,1.589770e-03,2.345384e+02
1.285500e+05,1.585889e-03,2.345941e+02
1.286000e+05,1.582021e-03,2.346499e+02
1.286500e+05,1.578164e-03,2.347056e+02
1.287000e+05,1.574318e-03,2.347614e+02
1.287500e+05,1.570484e-03,2.348171e+02
1.288000e+05,1.566661e-03,2.348729e+02
1.288500e+05,1.562850e-03,2.349286e+02
1.289000e+05,1.559050e-03,2.349844e+02
1.289500e+05,1.555262e-03,2.350401e+02
1.290000e+05,1.551485e-03,2.350959e+02
1.290500e+05,1.547719e-03,2.351516e+02
1.291000e+05,1.543965e-03,2.352074e+02
1.291500e+05,1.540221e-03,2.352631e+02
1.292000e+05,1.536489e-03,2.353189e+02
1.292500e+05,1.532768e-03,2.353746e+02
1.293000e+05,1.529058e-03,2.354304e+02
1.293500e+05,1.525359e-03,2.354861e+02
1.294000e+05,1.521671e-03,2.355419e+02
1.294500e+05,1.517994e-03,2.355976e+02
1.295000e+05,1.514328e-03,2.356534e+02
1.295500e+05,1.510673e-03,2.357091e+02
1.296000e+05,1.507029e-03,2.357649e+02
1.296500e+05,1.503395e-03,2.358206e+02
1.297000e+05,1.499773e-03,2.358764e+02
1.297500e+05,1.496161e-03,2.359322e+02
1.298000e+05,1.492560e-03,2.359879e+02
1.298500e+05,1.488969e-03,2.360437e+02
1.299000e+05,1.485389e-03,2.360994e+02
1.299500e+05,1.481820e-03,2.361552e+02
1.300000e+05,1.478261e-03,2.362109e+02
1.300500e+05,1.474713e-03,2.362667e+02
1.301000e+05,1.471175e-03,2.363224e+02
1.301500e+05,1.467648e-03,2.363782e+02
1.302000e+05,1.464131e-03,2.364339e+02
1.302500e+05,1.460624e-03,2.364897e+02
1.303000e+05,1.457128e-03,2.365454e+02
1.303500e+05,1.453643e-03,2.366012e+02
1.304000e+05,1.450167e-03,2.366569e+02
1.304500e+05,1.446702e-03,2.367127e+02
1.305000e+05,1.443247e-03,2.367684e+02
1.305500e+05,1.439802e-03,2.368242e+02
1.306000e+05,1.436367e-03,2.368799e+02
1.306500e+05,1.432942e-03,2.369357e+02
1.307000e+05,1.429527e-03,2.369914e+02
1.307500e+05,1.426123e-03,2.370472e+02
1.308000e+05,1.422728e-03,2.371029e+02
1.308500e+05,1.419344e-03,2.371587e+02
1.309000e+05,1.415969e-03,2.372144e+02
1.309500e+05,1.412604e-03,2.372702e+02
1.310000e+05,1.409249e-03,2.373259e+02
1.310500e+05,1.405904e-03,2.373817e+02
1.311000e+05,1.402569e-03,2.374374e+02
1.311500e+05,1.399243e-03,2.374932e+02
1.312000e+05,1.395927e-03,2.375489e+02
1.312500e+05,1.392621e-03,2.376047e+02
1.313000e+05,1.389324e-03,2.376604e+02
1.313500e+05,1.386038e-03,2.377162e+02
1.314000e+05,1.382760e-03,2.377719e+02
1.314500e+05,1.379493e-03,2.378277e+02
1.315000e+05,1.376234e-03,2.378834e+02
1.315500e+05,1.372986e-03,2.379392e+02
1.316000e+05,1.369747e-03,2.379949e+02
1.316500e+05,1.366517e-03,2.380507e+02
1.317000e+05,1.363296e-03,2.381064e+02
1.317500e+05,1.360085e-03,2.381622e+02
1.318000e+05,1.356884e-03,2.382179e+02
1.318500e+05,1.353691e-03,2.382737e+02
1.319000e+05,1.350508e-03,2.383294e+02
1.319500e+05,1.347334e-03,2.383852e+02
1.320000e+05,1.344170e-03,2.384409e+02
1.320500e+05,1.341014e-03,2.384967e+02
1.321000e+05,1.337868e-03,2.385524e+02
1.321500e+05,1.334731e-03,2.386082e+02
1.322000e+05,1.331603e-03,2.386640e+02
1.322500e+05,1.328484e-03,2.387197e+02
1.323000e+05,1.325374e-03,2.387755e+02
1.323500e+05,1.322273e-03,2.388312e+02
1.324000e+05,1.319181e-03,2.388870e+02
1.324500e+05,1.316098e-03,2.389427e+02
1.325000e+05,1.313023e-03,2.389985e+02
1.325500e+05,1.309958e-03,2.390542e+02
1.326000e+05,1.306902e-03,2.391100e+02
1.326500e+05,1.303854e-03,2.391657e+02
1.327000e+05,1.300815e-03,2.392215e+02
1.327500e+05,1.297785e-03,2.392772e+02
1.328000e+05,1.294764e-03,2.393330e+02
1.328500e+05,1.291751e-03,2.393887e+02
1.329000e+05,1.288747e-03,2.394445e+02
1.329500e+05,1.285752e-03,2.395002e+02
1.330000e+05,1.282765e-03,2.395560e+02
1.330500e+05,1.279787e-03,2.396117e+02
1.331000e+05,1.276817e-03,2.396675e+02
1.331500e+05,1.273856e-03,2.397232e+02
1.332000e+05,1.270903e-03,2.397790e+02
1.332500e+05,1.267959e-03,2.398347e+02
1.333000e+05,1.265024e-03,2.398905e+02
1.333500e+05,1.262096e-03,2.399462e+02
1.334000e+05,1.259177e-03,2.400020e+02
1.334500e+05,1.256267e-03,2.400577e+02
1.335000e+05,1.253365e-03,2.401135e+02
1.335500e+05,1.250471e-03,2.401692e+02
1.336000e+05,1.247585e-03,2.402250e+02
1.336500e+05,1.244708e-03,2.402807e+02
1.337000e+05,1.241839e-03,2.403365e+02
1.337500e+05,1.238978e-03,2.403922e+02
1.338000e+05,1.236125e-03,2.404480e+02
1.338500e+05,1.233280e-03,2.405037e+02
1.339000e+05,1.230444e-03,2.405595e+02
1.339500e+05,1.227615e-03,2.406152e+02
1.340000e+05,1.224795e-03,2.406710e+02
1.340500e+05,1.221982e-03,2.407267e+02
1.341000e+05,1.219178e-03,2.407825e+02
1.341500e+05,1.216382e-03,2.408382e+02
1.342000e+05,1.213593e-03,2.408940e+02
1.342500e+05,1.210813e-03,2.409497e+02
1.343000e+05,1.208040e-03,2.410055e+02
1.343500e+05,1.205275e-03,2.410612e+02
1.344000e+05,1.202518e-03,2.411170e+02
1.344500e+05,1.199769e-03,2.411727e+02
1.345000e+05,1.197028e-03,2.412285e+02
1.345500e+05,1.194294e-03,2.412842e+02
1.346000e+05,1.191568e-03,2.413400e+02
1.346500e+05,1.188850e-03,2.413958e+02
1.347000e+05,1.186140e-03,2.414515e+02
1.347500e+05,1.183437e-03,2.415073e+02
1.348000e+05,1.180742e-03,2.415630e+02
1.348500e+05,1.178055e-03,2.416188e+02
1.349000e+05,1.175375e-03,2.416745e+02
1.349500e+05,1.172702e-03,2.417303e+02
1.350000e+05,1.170038e-03,2.417860e+02
1.350500e+05,1.167380e-03,2.418418e+02
1.351000e+05,1.164731e-03,2.418975e+02
1.351500e+05,1.162088e-03,2.419533e+02
1.352000e+05,1.159453e-03,2.420090e+02
1.352500e+05,1.156826e-03,2.420648e+02
1.353000e+05,1.154206e-03,2.421205e+02
1.353500e+05,1.151593e-03,2.421763e+02
1.354000e+05,1.148988e-03,2.422320e+02
1.354500e+05,1.146390e-03,2.422878e+02
1.355000e+05,1.143799e-03,2.423435e+02
1.355500e+05,1.141216e-03,2.423993e+02
1.356000e+05,1.138639e-03,2.424550e+02
1.356500e+05,1.136070e-03,2.425108e+02
1.357000e+05,1.133509e-03,2.425665e+02
1.357500e+05,1.130954e-03,2.426223e+02
1.358000e+05,1.128407e-03,2.426780e+02
1.358500e+05,1.125866e-03,2.427338e+02
1.359000e+05,1.123333e-03,2.427895e+02
1.359500e+05,1.120807e-03,2.428453e+02
1.360000e+05,1.118288e-03,2.429010e+02
1.360500e+05,1.115776e-03,2.429568e+02
1.361000e+05,1.113271e-03,2.430125e+02
1.361500e+05,1.110773e-03,2.430683e+02
1.362000e+05,1.108282e-03,2.431240e+02
1.362500e+05,1.105797e-03,2.431798e+02
1.363000e+05,1.103320e-03,2.432355e+02
1.363500e+05,1.100850e-03,2.432913e+02
1.364000e+05,1.098387e-03,2.433470e+02
1.364500e+05,1.095930e-03,2.434028e+02
1.365000e+05,1.093480e-03,2.434585e+02
1.365500e+05,1.091037e-03,2.435143e+02
1.366000e+05,1.088601e-03,2.435700e+02
1.366500e+05,1.086172e-03,2.436258e+02
1.367000e+05,1.083749e-03,2.436815e+02
1.367500e+05,1.081333e-03,2.437373e+02
1.368000e+05,1.078924e-03,2.437930e+02
1.368500e+05,1.076522e-03,2.438488e+02
1.369000e+05,1.074126e-03,2.439045e+02
1.369500e+05,1.071737e-03,2.439603e+02
1.370000e+05,1.069354e-03,2.440160e+02
1.370500e+05,1.066978e-03,2.440718e+02
1.371000e+05,1.064609e-03,2.441276e+02
1.371500e+05,1.062246e-03,2.441833e+02
1.372000e+05,1.059889e-03,2.442391e+02
1.372500e+05,1.057539e-03,2.442948e+02
1.373000e+05,1.055196e-03,2.443506e+02
1.373500e+05,1.052859e-03,2.444063e+02
1.374000e+05,1.050529e-03,2.444621e+02
1.374500e+05,1.048205e-03,2.445178e+02
1.375000e+05,1.045887e-03,2.445736e+02
1.375500e+05,1.043576e-03,2.446293e+02
1.376000e+05,1.041271e-03,2.446851e+02
1.376500e+05,1.038973e-03,2.447408e+02
1.377000e+05,1.036680e-03,2.447966e+02
1.377500e+05,1.034394e-03,2.448523e+02
1.378000e+05,1.032115e-03,2.449081e+02
1.378500e+05,1.029842e-03,2.449638e+02
1.379000e+05,1.027574e-03,2.450196e+02
