Altitude (m),Pressure (Pa),Temperature (K)
4.850000e+05,1.517676e-05,6.320432e+02
4.850500e+05,1.517666e-05,6.320990e+02
4.851000e+05,1.517655e-05,6.321547e+02
4.851500e+05,1.517644e-05,6.322105e+02
4.852000e+05,1.517634e-05,6.322662e+02
4.852500e+05,1.517624e-05,6.323220e+02
4.853000e+05,1.517613e-05,6.323777e+02
4.853500e+05,1.517603e-05,6.324335e+02
4.854000e+05,1.517593e-05,6.324892e+02
4.854500e+05,1.517583e-05,6.325450e+02
4.855000e+05,1.517573e-05,6.326007e+02
4.855500e+05,1.517563e-05,6.326565e+02
4.856000e+05,1.517554e-05,6.327122e+02
4.856500e+05,1.517544e-05,6.327680e+02
4.857000e+05,1.517534e-05,6.328237e+02
4.857500e+05,1.517525e-05,6.328795e+02
4.858000e+05,1.517516e-05,6.329352e+02
4.858500e+05,1.517506e-05,6.329910e+02
4.859000e+05,1.517497e-05,6.330467e+02
4.859500e+05,1.517488e-05,6.331025e+02
4.860000e+05,1.517479e-05,6.331582e+02
4.860500e+05,1.517470e-05,6.332140e+02
4.861000e+05,1.517462e-05,6.332697e+02
4.861500e+05,1.517453e-05,6.333255e+02
4.862000e+05,1.517444e-05,6.333812e+02
4.862500e+05,1.517436e-05,6.334370e+02
4.863000e+05,1.517427e-05,6.334927e+02
4.863500e+05,1.517419e-05,6.335485e+02
4.864000e+05,1.517411e-05,6.336042e+02
4.864500e+05,1.517403e-05,6.336600e+02
4.865000e+05,1.517395e-05,6.337157e+02
4.865500e+05,1.517387e-05,6.337715e+02
4.866000e+05,1.517379e-05,6.338272e+02
4.866500e+05,1.517371e-05,6.338830e+02
4.867000e+05,1.517364e-05,6.339387e+02
4.867500e+05,1.517356e-05,6.339945e+02
4.868000e+05,1.517348e-05,6.340502e+02
4.868500e+05,1.517341e-05,6.341060e+02
4.869000e+05,1.517334e-05,6.341617e+02
4.869500e+05,1.517327e-05,6.342175e+02
4.870000e+05,1.517320e-05,6.342733e+02
4.870500e+05,1.517313e-05,6.343290e+02
4.871000e+05,1.517306e-05,6.343848e+02
4.871500e+05,1.517299e-05,6.344405e+02
4.872000e+05,1.517292e-05,6.344963e+02
4.872500e+05,1.517285e-05,6.345520e+02
4.873000e+05,1.517279e-05,6.346078e+02
4.873500e+05,1.517272e-05,6.346635e+02
4.874000e+05,1.517266e-05,6.347193e+02
4.874500e+05,1.517260e-05,6.347750e+02
4.875000e+05,1.517254e-05,6.348308e+02
4.875500e+05,1.517248e-05,6.348865e+02
4.876000e+05,1.517242e-05,6.349423e+02
4.876500e+05,1.517236e-05,6.349980e+02
4.877000e+05,1.517230e-05,6.350538e+02
4.877500e+05,1.517224e-05,6.351095e+02
4.878000e+05,1.517219e-05,6.351653e+02
4.878500e+05,1.517213e-05,6.352210e+02
4.879000e+05,1.517208e-05,6.352768e+02
4.879500e+05,1.517202e-05,6.353325e+02
4.880000e+05,1.517197e-05,6.353883e+02
4.880500e+05,1.517192e-05,6.354440e+02
4.881000e+05,1.517187e-05,6.354998e+02
4.881500e+05,1.517182e-05,6.355555e+02
4.882000e+05,1.517177e-05,6.356113e+02
4.882500e+05,1.517172e-05,6.356670e+02
4.883000e+05,1.517167e-05,6.357228e+02
4.883500e+05,1.517163e-05,6.357785e+02
4.884000e+05,1.517158e-05,6.358343e+02
4.884500e+05,1.517154e-05,6.358900e+02
4.885000e+05,1.517150e-05,6.359458e+02
4.885500e+05,1.517145e-05,6.360015e+02
4.886000e+05,1.517141e-05,6.360573e+02
4.886500e+05,1.517137e-05,6.361130e+02
4.887000e+05,1.517133e-05,6.361688e+02
4.887500e+05,1.517129e-05,6.362245e+02
4.888000e+05,1.517126e-05,6.362803e+02
4.888500e+05,1.517122e-05,6.363360e+02
4.889000e+05,1.517118e-05,6.363918e+02
4.889500e+05,1.517115e-05,6.364475e+02
4.890000e+05,1.517111e-05,6.365033e+02
4.890500e+05,1.517108e-05,6.365590e+02
4.891000e+05,1.517105e-05,6.366148e+02
4.891500e+05,1.517102e-05,6.366705e+02
4.892000e+05,1.517099e-05,6.367263e+02
4.892500e+05,1.517096e-05,6.367820e+02
4.893000e+05,1.517093e-05,6.368378e+02
4.893500e+05,1.517090e-05,6.368935e+02
4.894000e+05,1.517087e-05,6.369493e+02
4.894500e+05,1.517085e-05,6.370051e+02
4.895000e+05,1.517082e-05,6.370608e+02
4.895500e+05,1.517080e-05,6.371166e+02
4.896000e+05,1.517078e-05,6.371723e+02
4.896500e+05,1.517075e-05,6.372281e+02
4.897000e+05,1.517073e-05,6.372838e+02
4.897500e+05,1.517071e-05,6.373396e+02
4.898000e+05,1.517069e-05,6.373953e+02
4.898500e+05,1.517068e-05,6.374511e+02
4.899000e+05,1.517066e-05,6.375068e+02
4.899500e+05,1.517064e-05,6.375626e+02
4.900000e+05,1.517063e-05,6.376183e+02
4.900500e+05,1.517061e-05,6.376741e+02
4.901000e+05,1.517060e-05,6.377298e+02
4.901500e+05,1.517058e-05,6.377856e+02
4.902000e+05,1.517057e-05,6.378413e+02
4.902500e+05,1.517056e-05,6.378971e+02
4.903000e+05,1.517055e-05,6.379528e+02
4.903500e+05,1.517054e-05,6.380086e+02
4.904000e+05,1.517053e-05,6.380643e+02
4.904500e+05,1.517053e-05,6.381201e+02
4.905000e+05,1.517052e-05,6.381758e+02
4.905500e+05,1.517051e-05,6.382316e+02
4.906000e+05,1.517051e-05,6.382873e+02
4.906500e+05,1.517050e-05,6.383431e+02
4.907000e+05,1.517050e-05,6.383988e+02
4.907500e+05,1.517050e-05,6.384546e+02
4.908000e+05,1.517050e-05,6.385103e+02
4.908500e+05,1.517050e-05,6.385661e+02
4.909000e+05,1.517050e-05,6.386218e+02
4.909500e+05,1.517050e-05,6.386776e+02
4.910000e+05,1.517050e-05,6.387333e+02
4.910500e+05,1.517051e-05,6.387891e+02
4.911000e+05,1.517051e-05,6.388448e+02
4.911500e+05,1.517052e-05,6.389006e+02
4.912000e+05,1.517052e-05,6.389563e+02
4.912500e+05,1.517053e-05,6.390121e+02
4.913000e+05,1.517054e-05,6.390678e+02
4.913500e+05,1.517055e-05,6.391236e+02
4.914000e+05,1.517056e-05,6.391793e+02
4.914500e+05,1.517057e-05,6.392351e+02
4.915000e+05,1.517058e-05,6.392908e+02
4.915500e+05,1.517059e-05,6.393466e+02
4.916000e+05,1.517060e-05,6.394023e+02
4.916500e+05,1.517062e-05,6.394581e+02
4.917000e+05,1.517063e-05,6.395138e+02
4.917500e+05,1.517065e-05,6.395696e+02
4.918000e+05,1.517067e-05,6.396253e+02
4.918500e+05,1.517068e-05,6.396811e+02
4.919000e+05,1.517070e-05,6.397369e+02
4.919500e+05,1.517072e-05,6.397926e+02
4.920000e+05,1.517074e-05,6.398484e+02
4.920500e+05,1.517076e-05,6.399041e+02
4.921000e+05,1.517079e-05,6.399599e+02
4.921500e+05,1.517081e-05,6.400156e+02
4.922000e+05,1.517083e-05,6.400714e+02
4.922500e+05,1.517086e-05,6.401271e+02
4.923000e+05,1.517089e-05,6.401829e+02
4.923500e+05,1.517091e-05,6.402386e+02
4.924000e+05,1.517094e-05,6.402944e+02
4.924500e+05,1.517097e-05,6.403501e+02
4.925000e+05,1.517100e-05,6.404059e+02
4.925500e+05,1.517103e-05,6.404616e+02
4.926000e+05,1.517106e-05,6.405174e+02
4.926500e+05,1.517109e-05,6.405731e+02
4.927000e+05,1.517113e-05,6.406289e+02
4.927500e+05,1.517116e-05,6.406846e+02
4.928000e+05,1.517120e-05,6.407404e+02
4.928500e+05,1.517123e-05,6.407961e+02
4.929000e+05,1.517127e-05,6.408519e+02
4.929500e+05,1.517131e-05,6.409076e+02
4.930000e+05,1.517134e-05,6.409634e+02
4.930500e+05,1.517138e-05,6.410191e+02
4.931000e+05,1.517142e-05,6.410749e+02
4.931500e+05,1.517147e-05,6.411306e+02
4.932000e+05,1.517151e-05,6.411864e+02
4.932500e+05,1.517155e-05,6.412421e+02
4.933000e+05,1.517159e-05,6.412979e+02
4.933500e+05,1.517164e-05,6.413536e+02
4.934000e+05,1.517169e-05,6.414094e+02
4.934500e+05,1.517173e-05,6.414651e+02
4.935000e+05,1.517178e-05,6.415209e+02
4.935500e+05,1.517183e-05,6.415766e+02
4.936000e+05,1.517188e-05,6.416324e+02
4.936500e+05,1.517193e-05,6.416881e+02
4.937000e+05,1.517198e-05,6.417439e+02
4.937500e+05,1.517203e-05,6.417996e+02
4.938000e+05,1.517208e-05,6.418554e+02
4.938500e+05,1.517214e-05,6.419111e+02
4.939000e+05,1.517219e-05,6.419669e+02
4.939500e+05,1.517225e-05,6.420226e+02
4.940000e+05,1.517230e-05,6.420784e+02
4.940500e+05,1.517236e-05,6.421341e+02
4.941000e+05,1.517242e-05,6.421899e+02
4.941500e+05,1.517248e-05,6.422456e+02
4.942000e+05,1.517254e-05,6.423014e+02
4.942500e+05,1.517260e-05,6.423572e+02
4.943000e+05,1.517266e-05,6.424129e+02
4.943500e+05,1.517273e-05,6.424687e+02
4.944000e+05,1.517279e-05,6.425244e+02
4.944500e+05,1.517285e-05,6.425802e+02
4.945000e+05,1.517292e-05,6.426359e+02
4.945500e+05,1.517299e-05,6.426917e+02
4.946000e+05,1.517305e-05,6.427474e+02
4.946500e+05,1.517312e-05,6.428032e+02
4.947000e+05,1.517319e-05,6.428589e+02
4.947500e+05,1.517326e-05,6.429147e+02
4.948000e+05,1.517333e-05,6.429704e+02
4.948500e+05,1.517340e-05,6.430262e+02
4.949000e+05,1.517347e-05,6.430819e+02
4.949500e+05,1.517355e-05,6.431377e+02
4.950000e+05,1.517362e-05,6.431934e+02
4.950500e+05,1.517370e-05,6.432492e+02
4.951000e+05,1.517377e-05,6.433049e+02
4.951500e+05,1.517385e-05,6.433607e+02
4.952000e+05,1.517393e-05,6.434164e+02
4.952500e+05,1.517401e-05,6.434722e+02
4.953000e+05,1.517409e-05,6.435279e+02
4.953500e+05,1.517417e-05,6.435837e+02
4.954000e+05,1.517425e-05,6.436394e+02
4.954500e+05,1.517433e-05,6.436952e+02
4.955000e+05,1.517441e-05,6.437509e+02
4.955500e+05,1.517450e-05,6.438067e+02
4.956000e+05,1.517458e-05,6.438624e+02
4.956500e+05,1.517467e-05,6.439182e+02
4.957000e+05,1.517476e-05,6.439739e+02
4.957500e+05,1.517484e-05,6.440297e+02
4.958000e+05,1.517493e-05,6.440854e+02
4.958500e+05,1.517502e-05,6.441412e+02
4.959000e+05,1.517511e-05,6.441969e+02
4.959500e+05,1.517520e-05,6.442527e+02
4.960000e+05,1.517529e-05,6.443084e+02
4.960500e+05,1.517539e-05,6.443642e+02
4.961000e+05,1.517548e-05,6.444199e+02
4.961500e+05,1.517558e-05,6.444757e+02
4.962000e+05,1.517567e-05,6.445314e+02
4.962500e+05,1.517577e-05,6.445872e+02
4.963000e+05,1.517586e-05,6.446429e+02
4.963500e+05,1.517596e-05,6.446987e+02
4.964000e+05,1.517606e-05,6.447544e+02
4.964500e+05,1.517616e-05,6.448102e+02
4.965000e+05,1.517626e-05,6.448659e+02
4.965500e+05,1.517636e-05,6.449217e+02
4.966000e+05,1.517647e-05,6.449774e+02
4.966500e+05,1.517657e-05,6.450332e+02
4.967000e+05,1.517668e-05,6.450890e+02
4.967500e+05,1.517678e-05,6.451447e+02
4.968000e+05,1.517689e-05,6.452005e+02
4.968500e+05,1.517699e-05,6.452562e+02
4.969000e+05,1.517710e-05,6.453120e+02
4.969500e+05,1.517721e-05,6.453677e+02
4.970000e+05,1.517732e-05,6.454235e+02
4.970500e+05,1.517743e-05,6.454792e+02
4.971000e+05,1.517754e-05,6.455350e+02
4.971500e+05,1.517765e-05,6.455907e+02
4.972000e+05,1.517777e-05,6.456465e+02
4.972500e+05,1.517788e-05,6.457022e+02
4.973000e+05,1.517800e-05,6.457580e+02
4.973500e+05,1.517811e-05,6.458137e+02
4.974000e+05,1.517823e-05,6.458695e+02
4.974500e+05,1.517835e-05,6.459252e+02
4.975000e+05,1.517846e-05,6.459810e+02
4.975500e+05,1.517858e-05,6.460367e+02
4.976000e+05,1.517870e-05,6.460925e+02
4.976500e+05,1.517882e-05,6.461482e+02
4.977000e+05,1.517895e-05,6.462040e+02
4.977500e+05,1.517907e-05,6.462597e+02
4.978000e+05,1.517919e-05,6.463155e+02
4.978500e+05,1.517932e-05,6.463712e+02
4.979000e+05,1.517944e-05,6.464270e+02
4.979500e+05,1.517957e-05,6.464827e+02
4.980000e+05,1.517970e-05,6.465385e+02
4.980500e+05,1.517982e-05,6.465942e+02
4.981000e+05,1.517995e-05,6.466500e+02
4.981500e+05,1.518008e-05,6.467057e+02
4.982000e+05,1.518021e-05,6.467615e+02
4.982500e+05,1.518034e-05,6.468172e+02
4.983000e+05,1.518048e-05,6.468730e+02
4.983500e+05,1.518061e-05,6.469287e+02
4.984000e+05,1.518074e-05,6.469845e+02
4.984500e+05,1.518088e-05,6.470402e+02
4.985000e+05,1.518101e-05,6.470960e+02
4.985500e+05,1.518115e-05,6.471517e+02
4.986000e+05,1.518129e-05,6.472075e+02
4.986500e+05,1.518143e-05,6.472632e+02
4.987000e+05,1.518157e-05,6.473190e+02
4.987500e+05,1.518171e-05,6.473747e+02
4.988000e+05,1.518185e-05,6.474305e+02
4.988500e+05,1.518199e-05,6.474862e+02
4.989000e+05,1.518213e-05,6.475420e+02
4.989500e+05,1.518228e-05,6.475977e+02
4.990000e+05,1.518242e-05,6.476535e+02
4.990500e+05,1.518257e-05,6.477092e+02
4.991000e+05,1.518271e-05,6.477650e+02
4.991500e+05,1.518286e-05,6.478208e+02
4.992000e+05,1.518301e-05,6.478765e+02
4.992500e+05,1.518316e-05,6.479323e+02
4.993000e+05,1.518331e-05,6.479880e+02
4.993500e+05,1.518346e-05,6.480438e+02
4.994000e+05,1.518361e-05,6.480995e+02
4.994500e+05,1.518376e-05,6.481553e+02
4.995000e+05,1.518391e-05,6.482110e+02
4.995500e+05,1.518407e-05,6.482668e+02
4.996000e+05,1.518422e-05,6.483225e+02
4.996500e+05,1.518438e-05,6.483783e+02
4.997000e+05,1.518454e-05,6.484340e+02
4.997500e+05,1.518469e-05,6.484898e+02
4.998000e+05,1.518485e-05,6.485455e+02
4.998500e+05,1.518501e-05,6.486013e+02
4.999000e+05,1.518517e-05,6.486570e+02
4.999500e+05,1.518533e-05,6.487128e+02
5.000000e+05,1.518549e-05,6.487685e+02
5.000500e+05,1.518566e-05,6.488243e+02
5.001000e+05,1.518582e-05,6.488800e+02
5.001500e+05,1.518598e-05,6.489358e+02
5.002000e+05,1.518615e-05,6.489915e+02
5.002500e+05,1.518632e-05,6.490473e+02
5.003000e+05,1.518648e-05,6.491030e+02
5.003500e+05,1.518665e-05,6.491588e+02
5.004000e+05,1.518682e-05,6.492145e+02
5.004500e+05,1.518699e-05,6.492703e+02
5.005000e+05,1.518716e-05,6.493260e+02
5.005500e+05,1.518733e-05,6.493818e+02
5.006000e+05,1.518750e-05,6.494375e+02
5.006500e+05,1.518768e-05,6.494933e+02
5.007000e+05,1.518785e-05,6.495490e+02
5.007500e+05,1.518803e-05,6.496048e+02
5.008000e+05,1.518820e-05,6.496605e+02
5.008500e+05,1.518838e-05,6.497163e+02
5.009000e+05,1.518855e-05,6.497720e+02
5.009500e+05,1.518873e-05,6.498278e+02
5.010000e+05,1.518891e-05,6.498835e+02
5.010500e+05,1.518909e-05,6.499393e+02
5.011000e+05,1.518927e-05,6.499950e+02
5.011500e+05,1.518945e-05,6.500508e+02
5.012000e+05,1.518964e-05,6.501065e+02
5.012500e+05,1.518982e-05,6.501623e+02
5.013000e+05,1.519000e-05,6.502180e+02
5.013500e+05,1.519019e-05,6.502738e+02
5.014000e+05,1.519038e-05,6.503295e+02
5.014500e+05,1.519056e-05,6.503853e+02
5.015000e+05,1.519075e-05,6.504410e+02
5.015500e+05,1.519094e-05,6.504968e+02
5.016000e+05,1.519113e-05,6.505526e+02
5.016500e+05,1.519132e-05,6.506083e+02
5.017000e+05,1.519151e-05,6.506641e+02
5.017500e+05,1.519170e-05,6.507198e+02
5.018000e+05,1.519189e-05,6.507756e+02
5.018500e+05,1.519209e-05,6.508313e+02
5.019000e+05,1.519228e-05,6.508871e+02
5.019500e+05,1.519248e-05,6.509428e+02
5.020000e+05,1.519267e-05,6.509986e+02
5.020500e+05,1.519287e-05,6.510543e+02
5.021000e+05,1.519307e-05,6.511101e+02
5.021500e+05,1.519327e-05,6.511658e+02
5.022000e+05,1.519347e-05,6.512216e+02
5.022500e+05,1.519367e-05,6.512773e+02
5.023000e+05,1.519387e-05,6.513331e+02
5.023500e+05,1.519407e-05,6.513888e+02
5.024000e+05,1.519427e-05,6.514446e+02
5.024500e+05,1.519448e-05,6.515003e+02
5.025000e+05,1.519468e-05,6.515561e+02
5.025500e+05,1.519489e-05,6.516118e+02
5.026000e+05,1.519510e-05,6.516676e+02
5.026500e+05,1.519530e-05,6.517233e+02
5.027000e+05,1.519551e-05,6.517791e+02
5.027500e+05,1.519572e-05,6.518348e+02
5.028000e+05,1.519593e-05,6.518906e+02
5.028500e+05,1.519614e-05,6.519463e+02
5.029000e+05,1.519635e-05,6.520021e+02
5.029500e+05,1.519657e-05,6.520578e+02
5.030000e+05,1.519678e-05,6.521136e+02
5.030500e+05,1.519699e-05,6.521693e+02
5.031000e+05,1.519721e-05,6.522251e+02
5.031500e+05,1.519742e-05,6.522808e+02
5.032000e+05,1.519764e-05,6.523366e+02
5.032500e+05,1.519786e-05,6.523923e+02
5.033000e+05,1.519808e-05,6.524481e+02
5.033500e+05,1.519830e-05,6.525038e+02
5.034000e+05,1.519852e-05,6.525596e+02
5.034500e+05,1.519874e-05,6.526153e+02
5.035000e+05,1.519896e-05,6.526711e+02
5.035500e+05,1.519918e-05,6.527268e+02
5.036000e+05,1.519940e-05,6.527826e+02
5.036500e+05,1.519963e-05,6.528383e+02
5.037000e+05,1.519985e-05,6.528941e+02
5.037500e+05,1.520008e-05,6.529498e+02
5.038000e+05,1.520031e-05,6.530056e+02
5.038500e+05,1.520053e-05,6.530613e+02
5.039000e+05,1.520076e-05,6.531171e+02
5.039500e+05,1.520099e-05,6.531728e+02
5.040000e+05,1.520122e-05,6.532286e+02
5.040500e+05,1.520145e-05,6.532844e+02
5.041000e+05,1.520169e-05,6.533401e+02
5.041500e+05,1.520192e-05,6.533959e+02
5.042000e+05,1.520215e-05,6.534516e+02
5.042500e+05,1.520239e-05,6.535074e+02
5.043000e+05,1.520262e-05,6.535631e+02
5.043500e+05,1.520286e-05,6.536189e+02
5.044000e+05,1.520310e-05,6.536746e+02
5.044500e+05,1.520333e-05,6.537304e+02
5.045000e+05,1.520357e-05,6.537861e+02
5.045500e+05,1.520381e-05,6.538419e+02
5.046000e+05,1.520405e-05,6.538976e+02
5.046500e+05,1.520429e-05,6.539534e+02
5.047000e+05,1.520454e-05,6.540091e+02
5.047500e+05,1.520478e-05,6.540649e+02
5.048000e+05,1.520502e-05,6.541206e+02
5.048500e+05,1.520527e-05,6.541764e+02
5.049000e+05,1.520551e-05,6.542321e+02
5.049500e+05,1.520576e-05,6.542879e+02
5.050000e+05,1.520601e-05,6.543436e+02
5.050500e+05,1.520625e-05,6.543994e+02
5.051000e+05,1.520650e-05,6.544551e+02
5.051500e+05,1.520675e-05,6.545109e+02
5.052000e+05,1.520700e-05,6.545666e+02
5.052500e+05,1.520725e-05,6.546224e+02
5.053000e+05,1.520751e-05,6.546781e+02
5.053500e+05,1.520776e-05,6.547339e+02
5.054000e+05,1.520801e-05,6.547896e+02
5.054500e+05,1.520827e-05,6.548454e+02
5.055000e+05,1.520852e-05,6.549011e+02
5.055500e+05,1.520878e-05,6.549569e+02
5.056000e+05,1.520904e-05,6.550126e+02
5.056500e+05,1.520930e-05,6.550684e+02
5.057000e+05,1.520955e-05,6.551241e+02
5.057500e+05,1.520981e-05,6.551799e+02
5.058000e+05,1.521007e-05,6.552356e+02
5.058500e+05,1.521034e-05,6.552914e+02
5.059000e+05,1.521060e-05,6.553471e+02
5.059500e+05,1.521086e-05,6.554029e+02
5.060000e+05,1.521113e-05,6.554586e+02
5.060500e+05,1.521139e-05,6.555144e+02
5.061000e+05,1.521166e-05,6.555701e+02
5.061500e+05,1.521192e-05,6.556259e+02
5.062000e+05,1.521219e-05,6.556816e+02
5.062500e+05,1.521246e-05,6.557374e+02
5.063000e+05,1.521273e-05,6.557931e+02
5.063500e+05,1.521300e-05,6.558489e+02
5.064000e+05,1.521327e-05,6.559047e+02
5.064500e+05,1.521354e-05,6.559604e+02
5.065000e+05,1.521381e-05,6.560162e+02
5.065500e+05,1.521408e-05,6.560719e+02
5.066000e+05,1.521436e-05,6.561277e+02
5.066500e+05,1.521463e-05,6.561834e+02
5.067000e+05,1.521491e-05,6.562392e+02
5.067500e+05,1.521519e-05,6.562949e+02
5.068000e+05,1.521546e-05,6.563507e+02
5.068500e+05,1.521574e-05,6.564064e+02
5.069000e+05,1.521602e-05,6.564622e+02
5.069500e+05,1.521630e-05,6.565179e+02
5.070000e+05,1.521658e-05,6.565737e+02
5.070500e+05,1.521686e-05,6.566294e+02
5.071000e+05,1.521714e-05,6.566852e+02
5.071500e+05,1.521743e-05,6.567409e+02
5.072000e+05,1.521771e-05,6.567967e+02
5.072500e+05,1.521800e-05,6.568524e+02
5.073000e+05,1.521828e-05,6.569082e+02
5.073500e+05,1.521857e-05,6.569639e+02
5.074000e+05,1.521886e-05,6.570197e+02
5.074500e+05,1.521914e-05,6.570754e+02
5.075000e+05,1.521943e-05,6.571312e+02
5.075500e+05,1.521972e-05,6.571869e+02
5.076000e+05,1.522001e-05,6.572427e+02
5.076500e+05,1.522031e-05,6.572984e+02
5.077000e+05,1.522060e-05,6.573542e+02
5.077500e+05,1.522089e-05,6.574099e+02
5.078000e+05,1.522119e-05,6.574657e+02
5.078500e+05,1.522148e-05,6.575214e+02
5.079000e+05,1.522178e-05,6.575772e+02
5.079500e+05,1.522207e-05,6.576329e+02
5.080000e+05,1.522237e-05,6.576887e+02
5.080500e+05,1.522267e-05,6.577444e+02
5.081000e+05,1.522297e-05,6.578002e+02
5.081500e+05,1.522327e-05,6.578559e+02
5.082000e+05,1.522357e-05,6.579117e+02
5.082500e+05,1.522387e-05,6.579674e+02
5.083000e+05,1.522417e-05,6.580232e+02
5.083500e+05,1.522447e-05,6.580789e+02
5.084000e+05,1.522478e-05,6.581347e+02
5.084500e+05,1.522508e-05,6.581904e+02
5.085000e+05,1.522539e-05,6.582462e+02
5.085500e+05,1.522570e-05,6.583019e+02
5.086000e+05,1.522600e-05,6.583577e+02
5.086500e+05,1.522631e-05,6.584134e+02
5.087000e+05,1.522662e-05,6.584692e+02
5.087500e+05,1.522693e-05,6.585249e+02
5.088000e+05,1.522724e-05,6.585807e+02
5.088500e+05,1.522755e-05,6.586365e+02
5.089000e+05,1.522786e-05,6.586922e+02
5.089500e+05,1.522818e-05,6.587480e+02
5.090000e+05,1.522849e-05,6.588037e+02
5.090500e+05,1.522881e-05,6.588595e+02
5.091000e+05,1.522912e-05,6.589152e+02
5.091500e+05,1.522944e-05,6.589710e+02
5.092000e+05,1.522976e-05,6.590267e+02
5.092500e+05,1.523007e-05,6.590825e+02
5.093000e+05,1.523039e-05,6.591382e+02
5.093500e+05,1.523071e-05,6.591940e+02
5.094000e+05,1.523103e-05,6.592497e+02
5.094500e+05,1.523135e-05,6.593055e+02
5.095000e+05,1.523168e-05,6.593612e+02
5.095500e+05,1.523200e-05,6.594170e+02
5.096000e+05,1.523232e-05,6.594727e+02
5.096500e+05,1.523265e-05,6.595285e+02
5.097000e+05,1.523297e-05,6.595842e+02
5.097500e+05,1.523330e-05,6.596400e+02
5.098000e+05,1.523363e-05,6.596957e+02
5.098500e+05,1.523395e-05,6.597515e+02
5.099000e+05,1.523428e-05,6.598072e+02
5.099500e+05,1.523461e-05,6.598630e+02
5.100000e+05,1.523494e-05,6.599187e+02
5.100500e+05,1.523527e-05,6.599745e+02
5.101000e+05,1.523561e-05,6.600302e+02
5.101500e+05,1.523594e-05,6.600860e+02
5.102000e+05,1.523627e-05,6.601417e+02
5.102500e+05,1.523661e-05,6.601975e+02
5.103000e+05,1.523694e-05,6.602532e+02
5.103500e+05,1.523728e-05,6.603090e+02
5.104000e+05,1.523762e-05,6.603647e+02
5.104500e+05,1.523795e-05,6.604205e+02
5.105000e+05,1.523829e-05,6.604762e+02
5.105500e+05,1.523863e-05,6.605320e+02
5.106000e+05,1.523897e-05,6.605877e+02
5.106500e+05,1.523931e-05,6.606435e+02
5.107000e+05,1.523966e-05,6.606992e+02
5.107500e+05,1.524000e-05,6.607550e+02
5.108000e+05,1.524034e-05,6.608107e+02
5.108500e+05,1.524069e-05,6.608665e+02
5.109000e+05,1.524103e-05,6.609222e+02
5.109500e+05,1.524138e-05,6.609780e+02
5.110000e+05,1.524173e-05,6.610337e+02
5.110500e+05,1.524207e-05,6.610895e+02
5.111000e+05,1.524242e-05,6.611452e+02
5.111500e+05,1.524277e-05,6.612010e+02
5.112000e+05,1.524312e-05,6.612567e+02
5.112500e+05,1.524347e-05,6.613125e+02
5.113000e+05,1.524382e-05,6.613683e+02
5.113500e+05,1.524418e-05,6.614240e+02
5.114000e+05,1.524453e-05,6.614798e+02
5.114500e+05,1.524488e-05,6.615355e+02
5.115000e+05,1.524524e-05,6.615913e+02
5.115500e+05,1.524559e-05,6.616470e+02
5.116000e+05,1.524595e-05,6.617028e+02
5.116500e+05,1.524631e-05,6.617585e+02
5.117000e+05,1.524667e-05,6.618143e+02
5.117500e+05,1.524703e-05,6.618700e+02
5.118000e+05,1.524739e-05,6.619258e+02
5.118500e+05,1.524775e-05,6.619815e+02
5.119000e+05,1.524811e-05,6.620373e+02
5.119500e+05,1.524847e-05,6.620930e+02
5.120000e+05,1.524883e-05,6.621488e+02
5.120500e+05,1.524920e-05,6.622045e+02
5.121000e+05,1.524956e-05,6.622603e+02
5.121500e+05,1.524993e-05,6.623160e+02
5.122000e+05,1.525030e-05,6.623718e+02
5.122500e+05,1.525066e-05,6.624275e+02
5.123000e+05,1.525103e-05,6.624833e+02
5.123500e+05,1.525140e-05,6.625390e+02
5.124000e+05,1.525177e-05,6.625948e+02
5.124500e+05,1.525214e-05,6.626505e+02
5.125000e+05,1.525251e-05,6.627063e+02
5.125500e+05,1.525288e-05,6.627620e+02
5.126000e+05,1.525326e-05,6.628178e+02
5.126500e+05,1.525363e-05,6.628735e+02
5.127000e+05,1.525401e-05,6.629293e+02
5.127500e+05,1.525438e-05,6.629850e+02
5.128000e+05,1.525476e-05,6.630408e+02
5.128500e+05,1.525513e-05,6.630965e+02
5.129000e+05,1.525551e-05,6.631523e+02
5.129500e+05,1.525589e-05,6.632080e+02
5.130000e+05,1.525627e-05,6.632638e+02
5.130500e+05,1.525665e-05,6.633195e+02
5.131000e+05,1.525703e-05,6.633753e+02
5.131500e+05,1.525741e-05,6.634310e+02
5.132000e+05,1.525780e-05,6.634868e+02
5.132500e+05,1.525818e-05,6.635425e+02
5.133000e+05,1.525856e-05,6.635983e+02
5.133500e+05,1.525895e-05,6.636540e+02
5.134000e+05,1.525934e-05,6.637098e+02
5.134500e+05,1.525972e-05,6.637655e+02
5.135000e+05,1.526011e-05,6.638213e+02
5.135500e+05,1.526050e-05,6.638770e+02
5.136000e+05,1.526089e-05,6.639328e+02
5.136500e+05,1.526128e-05,6.639885e+02
5.137000e+05,1.526167e-05,6.640443e+02
5.137500e+05,1.526206e-05,6.641001e+02
5.138000e+05,1.526245e-05,6.641558e+02
5.138500e+05,1.526285e-05,6.642116e+02
5.139000e+05,1.526324e-05,6.642673e+02
5.139500e+05,1.526364e-05,6.643231e+02
5.140000e+05,1.526403e-05,6.643788e+02
5.140500e+05,1.526443e-05,6.644346e+02
